,teamNumber,nameFull,nameShort,city,stateProv,country,rookieYear,robotName,districtCode,schoolName,website,homeCMP
34,81,Honeywell / Freeport School District 145 / Ultrasonic Power Corporation / Trez Turning / Morse Electric / Kiwanis Clubs of Freeport / RestorX / Papa Murphy's / Atkins Energy / Culver's of Freeport & Freeport High School & Lena-Winslow High School,MetalHeads,Freeport,Illinois,USA,1994,,,Freeport High School & Lena-Winslow High School,,CMPTX
35,85,Gentex/Midway Machine Technologies/Superior Cutting Services/Town & Country Group/ITW  Drawform/Request Foods/JR Automation/Plascore/Koops/Woodward/Zeeland Farm Service/Reckitt/Consumers Energy/Global Concepts/Disher Design&Zeeland West High School&Zeeland East High School,B.O.B. (Built on Brains),Zeeland,Michigan,USA,1996,,FIM,Zeeland West High School & Zeeland East High School,,CMPTX
36,86,JEA/Johnson and Johnson Vision Care/State of Florida/Black and Veatch Engineering/Renaissance Jax Inc/Duval County Public Schools/Alro Metals Plus & Family/Community & Renaissance Jax Inc,Team Resistance,Jacksonville,Florida,USA,1998,,,Renaissance Jax Inc & Family/Community,,CMPTX
37,87,"Lockheed Martin / COMCAST-NBC Universal / Metal Specialists / Lowe's of Lumberton, NJ & Rancocas Valley Region HS",Diablo,Mount Holly,New Jersey,USA,1997,,FMA,Rancocas Valley Region HS,,CMPTX
38,88,"DePuy Synthese, Inc. / Harpak Ulma & Bridgewater-Raynham Reg HS",TJ²,Bridgewater,Massachusetts,USA,1996,,NE,Bridgewater-Raynham Reg HS,,CMPTX
39,93,Plexus Corp./Appleton Area School District&Tesla Engineering Charter Sch&Appleton North High School&Appleton East High School&Appleton West High School,NEW Apple Corps,Appleton,Wisconsin,USA,1997,,,Appleton North High School & Appleton West High School & Appleton East High School & Tesla Engineering Charter Sch,,CMPTX
40,94,FORD MOTOR COMPANY/Flex (Concept design)&Southfield Hs-Arts & Tech,The  RetroJays,Southfield,Michigan,USA,1998,,FIM,Southfield Hs-Arts & Tech,,CMPTX
41,95,Hartford Area Career and Technology Center/Progressive Manufacturing/Hypertherm/Fujifilm Dimatix/OnShape/Dodd Stacy&Hartford Area Career-Tech Ctr,Grasshoppers,White River Junction,Vermont,USA,1997,,NE,Hartford Area Career-Tech Ctr,,CMPTX
42,97,Cambridge Rindge and Latin School/Gene Haas Foundation/Rindge School of Technical Arts/Analog Devices/Google&Cambridge Rindge & Latin HS,Bionic Beef,Cambridge,Massachusetts,USA,1996,,NE,Cambridge Rindge & Latin HS,,CMPTX
43,100,"Apple Inc./Viasat/Dome Construction/Gene Haas Foundation/FIRST Norcal/Pacific Gas and Electric/Google/Alan Steel and Supply Company/Beaver, Chandik, Defouw, Evans, Krauskopf, Ley, Redell, Shapiro, Smuck-Rodrigues, Lee/Fung, Calder, Vutam, Daniher, Tebbe-Hendricksen Familiies/Woodside High School&Woodside High School",The Wildhats,Woodside,California,USA,1995,,,Woodside High School,,CMPTX
44,101,ClusterBlue/Friends of Striker/Anderson Electric & St Patrick High School,Striker,Chicago,Illinois,USA,1997,,,St Patrick High School,,CMPTX
45,102,Johnson & Johnson Consumer Supply Chain/Piccatinny Arsenal/Department of Defense/Comcast/ExxonMobil/Air Liquide/Dr. Victor J. Bauer&Somerville High School,The Gearheads,Somerville,New Jersey,USA,1998,,FMA,Somerville High School,,CMPTX
46,103,Amplifier Research/Harro Hoflinger/Poppy Plume/Olde Tyme Designs&Palisades High School,Cybersonics,Kintnersville,Pennsylvania,USA,1997,,FMA,Palisades High School,,CMPTX
47,107,3 Mile Project/Tommy's Express Car Wash/Barber Ford/Koops/JR Automation/Disher/Metal Flow/Twisthink/Bradford Just-In-Time Packaging/SoundOff Signal/Fleet Refinishing Work/Mike Schaap Builder/Challenge Manufacturing/K-Line Industries/Choice Machinery Group/CL  Construction&Holland Christian High School,Team R.O.B.O.T.I.C.S.,Holland,Michigan,USA,1997,,FIM,Holland Christian High School,,CMPTX
48,108,Motorola Solutions Foundation/Amazon/Apex Machine Company/Citirix Systems/Ford Motor Company/Alro Metals/Community Foundation of Broward County&Dillard High School,SigmaC@T Robotics Team,Fort Lauderdale,Florida,USA,1995,,,Dillard High School,,CMPTX
49,111,"Motorola Solutions Foundation/WildStang Robotics Support Assocation (WRSA)/REV Robotics/DevLinks/Slack/AMT/GCamp/Marcres Metalwerks/ZF North America, Inc./Automatic Precision/DMC/ATS Life Sciences/Impossible Objects&Buffalo Grove High School&Elk Grove High School&John Hersey High School&Prospect High School&Rolling Meadows High School&Wheeling High School&Prospect Heights School District 23&Township High School District 214",WildStang,Arlington Heights,Illinois,USA,1996,,,Township High School District 214 & Prospect Heights School District 23 & Wheeling High School & Rolling Meadows High School & Prospect High School & John Hersey High School & Elk Grove High School & Buffalo Grove High School,,CMPTX
50,112,"Motorola Solutions Foundation/WildStang Robotics Support Assocation (WRSA)/REV Robotics/DevLinks/Slack/AMT/GCamp/Marcres Metalwerks/ZF North America, Inc./Automatic Precision/DMC/ATS Life Sciences/Impossible Objects&Buffalo Grove High School&Elk Grove High School&John Hersey High School&Prospect High School&Rolling Meadows High School&Wheeling High School&Prospect Heights School District 23&Township High School District 214",Plus One,Arlington Heights,Illinois,USA,1998,,,Township High School District 214 & Prospect Heights School District 23 & Wheeling High School & Rolling Meadows High School & Prospect High School & John Hersey High School & Elk Grove High School & Buffalo Grove High School,,CMPTX
51,114,"Google/Apple/SolidWorks/IMT Precision, Inc./Beam On Technology/Gilbert Spray/Applied Welding Technology/Los Altos High School/Family and Friends&Los Altos High School",Eaglestrike,Los Altos,California,USA,1997,,,Los Altos High School,,CMPTX
52,115,"Fremont Union High School Foundation / Qualcomm / Intuitive Surgical / Brin-Wojcicki Foundation / Western Digital / Apprion, Inc / Lockheed Martin / EMC2 / De Anza College Machine Shop / Pinnacle Manufacturing & Monta Vista High School",MVRT,Cupertino,California,USA,1998,,,Monta Vista High School,,CMPTX
53,116,NASA Headquarters&Herndon High School,Epsilon Delta,Herndon,Virginia,USA,1996,,CHS,Herndon High School,,CMPTX
54,117,Howmet Aerospace Foundation/Heinz Endowments/Google/PITT OHIO&Pittsburgh Allderdice High Sch,Steel Dragons Robotics,Pittsburgh,Pennsylvania,USA,1998,,,Pittsburgh Allderdice High Sch,,CMPTX
55,118,NASA-Johnson Space Center & Clear Creek Independent School District,Robonauts,Houston,Texas,USA,1997,,FIT,Clear Creek Independent School District,,CMPTX
56,120,NASA/NASA Glenn Research Center/Cuyahoga Community College/Rockwell Automation&Youth Technology Academy,Youth Technology Academy Red Dragons,Cleveland,Ohio,USA,1995,,,Youth Technology Academy,,CMPTX
57,121,NDEP / Raytheon / Town of Middletown / Blowfish / Ferreira-Fenton Fund & Middletown High School,Rhode Warriors,Middletown,Rhode Island,USA,1996,,NE,Middletown High School,,CMPTX
58,122,NASA Langley Research Center/Kelvin International&New Horizons Regional Education Center,NASA Knights,Hampton,Virginia,USA,1997,,CHS,New Horizons Regional Education Center,,CMPTX
59,123,General Motors Foundation/Ford Motor/DADARA/State of Michigan&Hamtramck High School,Team - Cosmos,Hamtramck,Michigan,USA,1997,,FIM,Hamtramck High School,,CMPTX
60,125,Sonos/Markforged/West Coast Products LLC/Northeastern University/PTC/BNY Mellon/BAE Systems/Mathworks&Boston Latin School&Brookline High School&Revere High School&Greater Boston 4-H Robotics,NUTRONs,Revere,Massachusetts,USA,1998,,NE,Greater Boston 4-H Robotics & Boston Latin School & Brookline High School & Revere High School,,CMPTX
61,126,Jabil Healthcare&Clinton High School,Gael Force,Clinton,Massachusetts,USA,1992,,NE,Clinton High School,,CMPTX
62,128,"American Electric Power/Grandview Bobcat Boosters, Inc./NASA John H. Glenn Research Center&Grandview Heights High School",The Botcats,Columbus,Ohio,USA,1997,,,Grandview Heights High School,,CMPTX
63,131,BAE SYSTEMS/NHDOE/Gene Haas Foundation/Queen City Rotary Club/Pfizer/CHAOS Families & Alumni/MegaFood/Scott Brown and the Diplomats/Central Pride Foundation&4-H&Manchester Central High School,CHAOS,Manchester,New Hampshire,USA,1992,,NE,4-H & Manchester Central High School,,CMPTX
64,133,ITS Inc. / Lockheed Martin / Robotics Institute of Maine / MSAD6 & Bonny Eagle High School,B.E.R.T.,Standish,Maine,USA,1997,,NE,Bonny Eagle High School,,CMPTX
65,135,"Patrick Metals/PHM Education Foundation/Milwaukee Tools/Association of Manufacturing Technology /JPD Controls INC./Blaser Swisslube/IN-MaC/DeVon Builders/Penn High School, Penn Boosters, and Penn PTO/Penn Robotics Parent Organization/Bayer&Penn High School",Penn Robotics Black Knights,Mishawaka,Indiana,USA,1998,,FIN,Penn High School,,CMPTX
66,136,"Plainfield Board of Education / Ivy Visions, Inc. & Plainfield High School",Killer Kardinals,Plainfield,New Jersey,USA,1997,,FMA,Plainfield High School,,CMPTX
67,138,Monarch Instrument/BAE Systems/John Alberts Welding/County Stores/PJ Currier Lumber/Omron/Rapid Sheet Metal&Souhegan High School,Entropy,Amherst,New Hampshire,USA,1996,,NE,Souhegan High School,,CMPTX
68,141,"Bradford Company/Mission Design & Automation/Superior Cutting Service/Tommy's Express Car Wash/Kadon/JR Automation Technologies, LLC/Consumers Energy/Gentex/Koop & Burr Insurance/Engineered Automation Systems, Inc./Town & Country Group/Tric Tool, Ltd./Request Foods&West Ottawa High School",WOBOT,Holland,Michigan,USA,1995,,FIM,West Ottawa High School,,CMPTX
69,144,ALPS Inspection/Clippard Instruments/P&G CORE/Jurgensen/Earl and Florence Simmons Foundation/R.A Jones/Alliance Robotics/Stark Plastics&Butler Tech - Colerain High School&Butler Tech - Northwest High School,The R.O.C.K,Cincinnati,Ohio,USA,1994,,,Butler Tech - Colerain High School & Butler Tech - Northwest High School,,CMPTX
70,145,Follett Foundation/Greater Norwich Foundation/Otis Thompsen Foundation/Anna Mabey Foundation/The Balloon Detail & Unadilla Valley High School & Sherburne Earlville Sr HS,T-Rx,Norwich,New York,USA,1997,,,Unadilla Valley High School & Sherburne Earlville Sr HS,,CMPTX
71,148,Innovation First International&Greenville High School,Robowranglers,Greenville,Texas,USA,1992,,FIT,Greenville High School,,CMPTX
72,151,MakeIt Labs/GHO Ventures/BAE Systems/Parker Hannifin/Star Machines/Ritz Carlton Boston/The Godfrey Hotel/Corning Foundation&Nashua High School-South&Nashua High School-North&Family/Community,Tough Techs,Nashua,New Hampshire,USA,1992,,NE,Family/Community & Nashua High School-North & Nashua High School-South,,CMPTX
73,155,"Raytheon Technologies, Pratt & Whitney Division,Middletown, CT/Berlin Public Schools, Berlin, Ct&Family/Community",The TechnoNuts,Berlin,Connecticut,USA,1994,,NE,Family/Community,,CMPTX
74,156,McShane Welding Company/Gene Davis Sales and Service/Bacik Family/Law Office of Tina Fryling/Octane Custom Designs&Fairview High School,RPM  - Robotics Plus Mayhem ,Fairview,Pennsylvania,USA,1997,,,Fairview High School,,CMPTX
75,157,Boston Scientific/Abbott Laboratories /Hologic/Raytheon/Workers Credit Union/Comcast/Tierpoint/Gene Haas Foundation&Assabet Valley Reg Tech HS,AZTECHS,Marlborough,Massachusetts,USA,1992,,NE,Assabet Valley Reg Tech HS,,CMPTX
76,159,Nordson Medical / Advanced Micro Devices Inc / GST Power Service Group / Wolf Robotics / Hewlett Packard Enterprise / Advanced Energy / Metal Distributors / Dynamic Group Circuit Design / Exponential Engineering / Fort Collins Plastics / Noosa Yoghurt / 4Rivers Equipment / US Engineering & Poudre High School,Alpine Robotics,Fort Collins,Colorado,USA,1998,,,Poudre High School,,CMPTX
77,166,"Merrimack School District/New Hampshire Department of Education/Elbit Systems of America/Saint-Gobain/Raytheon Technologies/B & K Industrial Finishing, Inc./Fully Promoted/Sal's Pizza&Merrimack High School",Chop Shop,Merrimack,New Hampshire,USA,1995,,NE,Merrimack High School,,CMPTX
78,167,Collins Aerospace/Kirkwood Regional Center/BAE Systems/ACT/Haas  & West Senior High School & Iowa City High School,Children of the Corn,Iowa City,Iowa,USA,1998,,,West Senior High School & Iowa City High School,,CMPTX
79,171,John Deere / University of Wisconsin - Platteville / Alliant Energy / Foust Prototyping / Esterline Avista & Platteville High School,Cheese Curd Herd,Platteville,Wisconsin,USA,1995,,,Platteville High School,,CMPTX
80,172,IDEXX Laboratories/Lanco Integrated/Falmouth High School/Adobe/Texas Instruments/GoFar&Falmouth High School&Gorham High School,Northern Force,Falmouth/Gorham,Maine,USA,1996,,NE,Falmouth High School & Gorham High School,,CMPTX
81,173,"Triumph/Pratt & Whitney, A Raytheon Technologies Company/Intuitive Foundation/CNC Software & Ellington High School & Tolland High School",RAGE Robotics ⚙️,Tolland,Connecticut,USA,1995,,NE,Tolland High School & Ellington High School,,CMPTX
82,175,LifeWorks&Enfield High School,Buzz Robotics,Enfield,Connecticut,USA,1996,,NE,Enfield High School,,CMPTX
83,176,"Illinois Tool Works (ITW)/Amiel P. Zak Fund/Collins Aerospace & 4-H & Connecticut 4-H Foundation, Inc. & Windsor Locks High School & Suffield High School",Aces High,Windsor Locks,Connecticut,USA,1996,,NE,"Connecticut 4-H Foundation, Inc. & 4-H & Windsor Locks High School & Suffield High School",,CMPTX
84,177,Apple/South Windsor Public Schools/NASA/Pratt & Whitney/Protedyne/Ensign-Bickford Aerospace & Defense/TE Connectivity/South Windsor Rotary&South Windsor High School,Bobcat Robotics,South Windsor,Connecticut,USA,1995,,NE,South Windsor High School,,CMPTX
85,178,"Haas Automation, Inc./Raytheon Technologies/Sikorsky Aircraft/Irina Bezsonova/Farmington Friends of Robotics&Farmington High School",The 2nd Law Enforcers,Farmington,Connecticut,USA,1997,,NE,Farmington High School,,CMPTX
86,179,Propp Family Foundation/Motorola Solutions/OTIS/Canon/Aerojet Rocketdyne/EDF/Pratt & Whitney / Raytheon/DoD STEM/Lockheed Martin/FP&L/Florida Turbine Technologies&Inlet Grove Cmty High School,Children of the Swamp,Riviera Beach,Florida,USA,1998,,,Inlet Grove Cmty High School,,CMPTX
87,180,Florida Power & Light/Chemplex Industries/Elatec/MasTec Construction/Education Foundation of Martin County&4-H&Family/Community,S.P.A.M.,Stuart,Florida,USA,1998,,,Family/Community & 4-H,,CMPTX
88,181,Raytheon Technologies/NASA/Stanley Black & Decker/The Stokosa Family & Hartford Public High School & Pathways Academy Tech & Design,Birds Of Prey,Hartford,Connecticut,USA,1998,,NE,Hartford Public High School & Pathways Academy Tech & Design,,CMPTX
89,188,EM Dynamics/DevCycle/Life Sciences Ontario/Toronto District School Board&Woburn Collegiate Institute,Blizzard,Toronto,Ontario,Canada,1998,,ONT,Woburn Collegiate Institute,,CMPTX
90,190,WPI/Jabil Healthcare&Mass Academy-Math & Science,Gompei and the H.E.R.D.,Worcester,Massachusetts,USA,1992,,NE,Mass Academy-Math & Science,,CMPTX
91,191,Xerox Corporation/Rochester City School District/ESL Federal Credit Union&Wilson Magnet High School&Wilson Foundation Academy,X-CATS,Rochester,New York,USA,1992,,,Wilson Foundation Academy & Wilson Magnet High School,,CMPTX
92,192,Robert Bosch LLC/KLA/GRT parents & alumni/Palo Alto Unified School District&Henry M Gunn HS,GRT,Palo Alto,California,USA,1997,,,Henry M Gunn HS,,CMPTX
93,193,Mt. Olive Board of Education / Mount Olive Robotics Education Association & Mt Olive High School,MORT Beta,Flanders,New Jersey,USA,1997,,FMA,Mt Olive High School,,CMPTX
94,195,Mohawk Northeast/Otis Elevator/Lockheed Martin/Raytheon Technologies&Southington High School,CyberKnights,Southington,Connecticut,USA,1998,,NE,Southington High School,,CMPTX
95,199,Sequoia Union High School District/Gene Haas Foundation/Intuitive Foundation&Carlmont High School,Deep Blue,Belmont,California,USA,1998,,,Carlmont High School,,CMPTX
96,201,General Motors Research and Development/Rochester Community Schools/TARDEC - NDEP/The State of Michigan/BAE/Gene Haas Foundation/Driven Engineered Solutions/Oakland University School of Engineering & Computer Science/Kettering FIRST Alumni Association&Rochester High School,The FEDS,Rochester,Michigan,USA,1998,,FIM,Rochester High School,,CMPTX
97,203,Campbell's Soup/Lockheed Martin/Team #203 Family Robotics Boosters Organization/Camden County Technical Schools Board of Education & Camden Co Tech Sch-Gloucester,SOUPer BOTS,Sicklerville,New Jersey,USA,1998,,FMA,Camden Co Tech Sch-Gloucester,,CMPTX
98,204,Lockheed Martin/Eastern Regional High School Board of Education/Eastern Educational Foundation&Eastern High,Eastern Robotic Vikings,Voorhees,New Jersey,USA,1998,,FMA,Eastern High,,CMPTX
99,207,The Boeing Company/Space X/Northrop Grumman Aerospace Systems/Idustrial Metal Supply&Hawthorne High School,METALCRAFTERS,Hawthorne,California,USA,1999,,,Hawthorne High School,,CMPTX
100,213,Timken/Markem Imaje/Rolls Royce/G S Precision Inc./Whelen&Keene High School,The Dirty Birds,Keene,New Hampshire,USA,1999,,NE,Keene High School,,CMPTX
101,216,Hepfer & Associates & Grandville High School,More RoboDawgs,Grandville,Michigan,USA,1999,,FIM,Grandville High School,,CMPTX
102,217,Ford Motor Company/Aptiv Foundation/Detronic Industries&Utica Community Schools,ThunderChickens,Sterling Heights,Michigan,USA,1999,,FIM,Utica Community Schools,,CMPTX
103,219,Picatinny-DoD/STEM/Warren UAS/Warren Hills Robotics Association&Warren Hills Regional High Sch,Team Impact 219,Washington,New Jersey,USA,1999,,FMA,Warren Hills Regional High Sch,,CMPTX
104,222,"Tunkhannock Robotics Booster Club/Guyette Communication/Procter and Gamble/Greenman-Pedersen, Inc./Samepage/Foth&Tunkhannock High School",Tigertrons,Tunkhannock,Pennsylvania,USA,1999,,FMA,Tunkhannock High School,,CMPTX
105,223,Johnson & Johnson/Eagle Electric/Flemington Instruments and Controls/Picatinny STEM/Reno's Appliances/Torcon/CBRE/GSD Industries/Subaru/Computer Solutions by Dave&Lakeland Regional High School,Xtreme Heat,Wanaque,New Jersey,USA,1999,,FMA,Lakeland Regional High School,,CMPTX
106,224,Mars International / ARDEC Picatinny - NDEP / F&A Machine & Piscataway Township High Sch,The Tribe,Piscataway,New Jersey,USA,1999,,FMA,Piscataway Township High Sch,,CMPTX
